Feature,Score,P_value
Feature_19841,32.404068,1.3909967e-08
Feature_20220,32.404064,1.3909994e-08
Feature_20178,32.40315,1.391647e-08
Feature_20094,32.402153,1.3923515e-08
Feature_20152,32.400894,1.3932427e-08
Feature_20136,32.399868,1.39396965e-08
Feature_20110,32.39968,1.3941021e-08
Feature_19925,32.399044,1.3945536e-08
Feature_20278,32.39873,1.3947754e-08
Feature_20236,32.398643,1.3948376e-08
Feature_20194,32.39845,1.3949755e-08
Feature_20362,32.39767,1.3955274e-08
Feature_20009,32.397587,1.395587e-08
Feature_20320,32.397476,1.39566545e-08
Feature_19967,32.394726,1.3976181e-08
Feature_20190,32.39416,1.3980193e-08
Feature_19883,32.393257,1.3986619e-08
Feature_20148,32.39242,1.399256e-08
Feature_20106,32.392303,1.3993401e-08
Feature_20232,32.392284,1.3993537e-08
Feature_20274,32.391777,1.39971466e-08
Feature_20316,32.391525,1.3998938e-08
Feature_19669,32.3902,1.4008361e-08
Feature_20358,32.39019,1.4008442e-08
Feature_19591,32.382355,1.4064349e-08
Feature_20206,32.38229,1.4064812e-08
Feature_20248,32.381023,1.4073871e-08
Feature_19633,32.380848,1.4075126e-08
Feature_20290,32.380157,1.4080067e-08
Feature_19717,32.380074,1.4080668e-08
Feature_19675,32.379227,1.4086731e-08
Feature_20332,32.378265,1.4093616e-08
Feature_20164,32.378216,1.4093971e-08
Feature_20122,32.376923,1.41032395e-08
Feature_19759,32.376858,1.4103705e-08
Feature_19549,32.37609,1.4109203e-08
Feature_20080,32.37554,1.41131435e-08
Feature_20252,32.374214,1.412267e-08
Feature_20294,32.37169,1.4140812e-08
Feature_20210,32.370895,1.4146517e-08
Feature_20168,32.370895,1.4146517e-08
Feature_20126,32.37065,1.4148272e-08
Feature_20336,32.37059,1.41487115e-08
Feature_20084,32.370403,1.4150055e-08
Feature_19507,32.37017,1.415173e-08
Feature_19585,32.366814,1.41759e-08
Feature_19297,32.36475,1.419078e-08
Feature_20328,32.364292,1.4194082e-08
Feature_20244,32.362072,1.4210111e-08
Feature_19213,32.360382,1.4222324e-08
Feature_19801,32.360184,1.4223758e-08
Feature_19423,32.360134,1.4224116e-08
Feature_19927,32.35984,1.4226241e-08
Feature_20202,32.359653,1.4227592e-08
Feature_20286,32.35949,1.4228779e-08
Feature_20354,32.358105,1.4238799e-08
Feature_19543,32.357906,1.4240235e-08
Feature_20160,32.35768,1.4241864e-08
Feature_20312,32.3575,1.424319e-08
Feature_19501,32.357147,1.4245731e-08
Feature_20276,32.355736,1.42559555e-08
Feature_20112,32.355442,1.42580845e-08
Feature_20360,32.35539,1.4258472e-08
Feature_19969,32.355206,1.4259799e-08
Feature_20154,32.355167,1.4260076e-08
Feature_20270,32.355057,1.4260878e-08
Feature_20318,32.35477,1.4262952e-08
Feature_20238,32.35469,1.4263533e-08
Feature_20150,32.354603,1.42641685e-08
Feature_20364,32.35363,1.4271224e-08
Feature_19843,32.35355,1.4271805e-08
Feature_20076,32.353546,1.42718335e-08
Feature_19249,32.35326,1.4273909e-08
Feature_20011,32.35313,1.427485e-08
Feature_20118,32.353127,1.4274878e-08
Feature_19375,32.35311,1.4274988e-08
Feature_19291,32.35305,1.42754315e-08
Feature_20322,32.352997,1.4275819e-08
Feature_20280,32.35293,1.4276317e-08
Feature_20192,32.352654,1.4278311e-08
Feature_19339,32.352596,1.4278726e-08
Feature_20196,32.352406,1.428011e-08
Feature_19465,32.352295,1.4280914e-08
Feature_19207,32.35213,1.4282104e-08
Feature_19381,32.352116,1.4282215e-08
Feature_20053,32.351795,1.4284542e-08
Feature_20234,32.35157,1.4286177e-08
Feature_20228,32.351566,1.4286204e-08
Feature_19333,32.351517,1.4286565e-08
Feature_20108,32.350536,1.4293686e-08
Feature_19545,32.348812,1.4306221e-08
Feature_19885,32.348804,1.4306276e-08
Feature_20186,32.348335,1.4309689e-08
Feature_19417,32.348328,1.43097445e-08
Feature_19459,32.34762,1.4314907e-08
Feature_19255,32.345943,1.4327099e-08
Feature_20144,32.345825,1.432796e-08
Feature_19587,32.344044,1.4340942e-08
Feature_20102,32.343716,1.4343334e-08
Feature_19627,32.343517,1.43447805e-08
Feature_19629,32.342888,1.4349371e-08
Feature_19559,32.340725,1.4365157e-08
Feature_19293,32.337795,1.4386568e-08
Feature_19671,32.33543,1.4403876e-08
Feature_19517,32.334656,1.4409547e-08
Feature_19265,32.334652,1.4409576e-08
Feature_19461,32.331455,1.4433011e-08
Feature_19209,32.331158,1.4435195e-08
Feature_19307,32.330753,1.4438163e-08
Feature_19349,32.33071,1.4438471e-08
Feature_19601,32.32893,1.4451553e-08
Feature_19685,32.32886,1.4452057e-08
Feature_19335,32.32845,1.4455084e-08
Feature_19503,32.327095,1.4465039e-08
Feature_19391,32.32639,1.44702295e-08
Feature_19643,32.32539,1.4477584e-08
Feature_19377,32.32446,1.4484436e-08
Feature_19475,32.32433,1.4485391e-08
Feature_19963,32.323925,1.4488369e-08
Feature_19251,32.32225,1.4500709e-08
Feature_19419,32.321915,1.45031835e-08
Feature_19223,32.32156,1.4505799e-08
Feature_19433,32.31645,1.4543544e-08
Feature_19711,32.315105,1.4553476e-08
Feature_20005,32.31479,1.4555819e-08
Feature_20330,32.3128,1.4570532e-08
Feature_20292,32.312206,1.4574941e-08
Feature_20334,32.31205,1.45761e-08
Feature_19713,32.310715,1.4585997e-08
Feature_20246,32.310688,1.4586195e-08
Feature_20288,32.31031,1.4588996e-08
Feature_20250,32.309586,1.4594373e-08
Feature_20124,32.30832,1.4603772e-08
Feature_19921,32.308155,1.460499e-08
Feature_20162,32.306793,1.4615106e-08
Feature_20082,32.306576,1.4616721e-08
Feature_20204,32.306328,1.4618564e-08
Feature_20166,32.305553,1.462432e-08
Feature_20120,32.304077,1.46353e-08
Feature_20208,32.303974,1.4636067e-08
Feature_19727,32.30339,1.464041e-08
Feature_20078,32.30297,1.46435335e-08
Feature_20049,32.30143,1.46550105e-08
Feature_20007,32.301113,1.465737e-08
Feature_19753,32.30105,1.4657854e-08
Feature_19879,32.298634,1.4675859e-08
Feature_20021,32.29679,1.4689612e-08
Feature_19965,32.296646,1.4690694e-08
Feature_20047,32.29638,1.4692689e-08
Feature_19795,32.296364,1.46928025e-08
Feature_20338,32.294075,1.470991e-08
Feature_20296,32.293312,1.4715616e-08
Feature_20212,32.292683,1.4720326e-08
Feature_19979,32.292458,1.472201e-08
Feature_20170,32.292118,1.4724551e-08
Feature_20086,32.29187,1.4726408e-08
Feature_19837,32.29185,1.4726551e-08
Feature_20254,32.291767,1.4727179e-08
Feature_19755,32.291096,1.4732207e-08
Feature_20043,32.28933,1.4745441e-08
Feature_20128,32.289288,1.4745756e-08
Feature_19881,32.289185,1.47465276e-08
Feature_19923,32.28812,1.4754509e-08
Feature_20063,32.283245,1.4791124e-08
Feature_19937,32.282497,1.4796747e-08
Feature_20352,32.27912,1.4822166e-08
Feature_20310,32.278606,1.4826047e-08
Feature_19769,32.27784,1.4831827e-08
Feature_20268,32.273006,1.4868317e-08
Feature_20001,32.270813,1.48849075e-08
Feature_20226,32.26972,1.4893194e-08
Feature_19895,32.266956,1.4914121e-08
Feature_19797,32.266685,1.4916175e-08
Feature_20184,32.265694,1.4923698e-08
Feature_19839,32.26475,1.493085e-08
Feature_19811,32.261723,1.4953859e-08
Feature_20142,32.25965,1.4969615e-08
Feature_20039,32.25756,1.4985535e-08
Feature_19853,32.25729,1.4987597e-08
Feature_20100,32.25497,1.500528e-08
Feature_19959,32.24534,1.5078944e-08
Feature_19997,32.2296,1.5200095e-08
Feature_19917,32.22795,1.5212835e-08
Feature_19955,32.202263,1.5412832e-08
Feature_19875,32.196,1.5461998e-08
Feature_20003,32.18381,1.5558113e-08
Feature_20045,32.183453,1.556095e-08
Feature_19913,32.174995,1.5628009e-08
Feature_20041,32.15043,1.582445e-08
Feature_19999,32.148335,1.584131e-08
Feature_19833,32.14436,1.5873361e-08
Feature_19961,32.141457,1.589681e-08
Feature_19871,32.130684,1.5984128e-08
Feature_19957,32.121983,1.6055008e-08
Feature_20035,32.114407,1.6116976e-08
Feature_19791,32.10795,1.6169993e-08
Feature_19993,32.102947,1.6211168e-08
Feature_19919,32.09811,1.6251091e-08
Feature_19829,32.091007,1.6309894e-08
Feature_20037,32.085564,1.6355106e-08
Feature_19915,32.073242,1.6457905e-08
Feature_19877,32.06838,1.6498662e-08
Feature_19995,32.061676,1.6554992e-08
Feature_19749,32.06155,1.655605e-08
Feature_19951,32.061,1.6560676e-08
Feature_19787,32.045048,1.6695576e-08
Feature_19953,32.039272,1.6744684e-08
Feature_19909,32.02947,1.6828377e-08
Feature_19873,32.02547,1.6862627e-08
Feature_19707,32.020668,1.6903863e-08
Feature_19835,32.02034,1.6906684e-08
Feature_19911,31.995861,1.7118474e-08
Feature_19665,31.99475,1.7128157e-08
Feature_19745,31.986578,1.7199485e-08
Feature_19793,31.979393,1.726245e-08
Feature_19831,31.976515,1.7287736e-08
Feature_19867,31.97267,1.7321577e-08
Feature_19623,31.972567,1.7322485e-08
Feature_20061,31.95946,1.7438348e-08
Feature_20019,31.945263,1.7564714e-08
Feature_19869,31.943209,1.7583075e-08
Feature_19709,31.9424,1.7590308e-08
Feature_19751,31.939342,1.7617683e-08
Feature_19703,31.9392,1.7618966e-08
Feature_19789,31.93494,1.7657174e-08
Feature_19581,31.93343,1.7670747e-08
Feature_19667,31.93024,1.7699431e-08
Feature_19825,31.910824,1.7875093e-08
Feature_19977,31.908817,1.7893345e-08
Feature_19661,31.906628,1.7913285e-08
Feature_19747,31.9028,1.7948198e-08
Feature_19539,31.90272,1.794893e-08
Feature_19827,31.89429,1.8026043e-08
Feature_19497,31.893852,1.8030066e-08
Feature_19455,31.885496,1.8106862e-08
Feature_19413,31.885153,1.8110024e-08
Feature_19287,31.876331,1.8191466e-08
Feature_19329,31.875973,1.8194784e-08
Feature_19625,31.87193,1.8232246e-08
Feature_19245,31.871498,1.8236245e-08
Feature_19371,31.870424,1.8246208e-08
Feature_19203,31.857016,1.837108e-08
Feature_19705,31.84841,1.8451676e-08
Feature_19619,31.847195,1.8463084e-08
Feature_19935,31.84666,1.84681e-08
Feature_19583,31.846394,1.8470608e-08
Feature_19783,31.837666,1.8552795e-08
Feature_19541,31.833658,1.8590653e-08
Feature_20059,31.82029,1.8717506e-08
Feature_19663,31.816826,1.8750516e-08
Feature_19205,31.815903,1.8759323e-08
Feature_19577,31.815205,1.8765984e-08
Feature_19415,31.8113,1.8803293e-08
Feature_19247,31.810165,1.8814152e-08
Feature_19499,31.806194,1.8852196e-08
Feature_19373,31.803429,1.8878737e-08
Feature_19331,31.802782,1.8884949e-08
Feature_19457,31.802511,1.888755e-08
Feature_19785,31.799072,1.892062e-08
Feature_19289,31.797102,1.8939595e-08
Feature_19893,31.780195,1.9103187e-08
Feature_19741,31.77993,1.9105764e-08
Feature_19535,31.777922,1.9125295e-08
Feature_19621,31.773417,1.9169176e-08
Feature_20017,31.766943,1.923241e-08
Feature_19493,31.751179,1.9387267e-08
Feature_19409,31.744532,1.9452937e-08
Feature_19283,31.741095,1.9486981e-08
Feature_19579,31.741072,1.9487208e-08
Feature_19451,31.73788,1.9518868e-08
Feature_19325,31.734926,1.954823e-08
Feature_19241,31.731987,1.9577481e-08
Feature_19537,31.730455,1.9592742e-08
Feature_19743,31.728024,1.9616998e-08
Feature_19367,31.721132,1.9685894e-08
Feature_19199,31.719582,1.970143e-08
Feature_19495,31.702343,1.9874975e-08
Feature_19699,31.692543,1.9974317e-08
Feature_19411,31.684113,2.0060174e-08
Feature_19851,31.683775,2.006362e-08
Feature_19453,31.677662,2.0126118e-08
Feature_19369,31.668518,2.0219966e-08
Feature_19201,31.668356,2.0221634e-08
Feature_19285,31.663385,2.0272838e-08
Feature_19975,31.663279,2.027394e-08
Feature_19327,31.66091,2.029839e-08
Feature_19243,31.65706,2.0338181e-08
Feature_19701,31.649248,2.0419185e-08
Feature_19657,31.63282,2.0590575e-08
Feature_19659,31.598034,2.0958266e-08
Feature_19809,31.593987,2.1001474e-08
Feature_19615,31.560646,2.1360801e-08
Feature_19617,31.530655,2.1689296e-08
Feature_19933,31.519707,2.1810468e-08
Feature_20157,31.507385,2.1947653e-08
Feature_20283,31.50613,2.1961675e-08
Feature_20367,31.506067,2.1962379e-08
Feature_20241,31.505814,2.1965214e-08
Feature_20325,31.505568,2.1967963e-08
Feature_19573,31.502851,2.1998348e-08
Feature_20199,31.501837,2.2009711e-08
Feature_20349,31.500616,2.2023388e-08
Feature_20115,31.500593,2.2023643e-08
Feature_19767,31.496668,2.2067681e-08
Feature_20265,31.496422,2.2070445e-08
Feature_20097,31.496006,2.2075115e-08
Feature_20223,31.492392,2.2115756e-08
Feature_20307,31.491869,2.212164e-08
Feature_20181,31.488066,2.2164496e-08
Feature_20139,31.487251,2.2173683e-08
Feature_20117,31.484983,2.219929e-08
Feature_20159,31.482971,2.2222034e-08
Feature_20327,31.482548,2.2226823e-08
Feature_20285,31.479836,2.2257524e-08
Feature_20243,31.479559,2.2260656e-08
Feature_20201,31.476288,2.2297744e-08
Feature_20369,31.474794,2.2314698e-08
Feature_19575,31.473936,2.2324446e-08
Feature_20099,31.45287,2.2565075e-08
Feature_20225,31.450285,2.2594774e-08
Feature_20309,31.448195,2.2618826e-08
Feature_20141,31.446392,2.2639583e-08
Feature_20183,31.446093,2.2643034e-08
Feature_20267,31.444008,2.266707e-08
Feature_20351,31.443823,2.2669205e-08
Feature_19531,31.437511,2.2742135e-08
Feature_20321,31.437342,2.2744102e-08
Feature_20153,31.434116,2.2781466e-08
Feature_20279,31.433083,2.2793454e-08
Feature_20363,31.432974,2.2794715e-08
Feature_20195,31.432451,2.280078e-08
Feature_20111,31.428833,2.2842805e-08
Feature_20237,31.423475,2.2905176e-08
Feature_20317,31.420683,2.293775e-08
Feature_20359,31.417324,2.2976995e-08
Feature_20233,31.41705,2.2980206e-08
Feature_19725,31.415915,2.2993484e-08
Feature_20275,31.410719,2.3054366e-08
Feature_20191,31.40949,2.3068782e-08
Feature_20107,31.408022,2.3086033e-08
Feature_20149,31.407469,2.3092532e-08
Feature_19489,31.400906,2.3169797e-08
Feature_19533,31.39866,2.3196286e-08
Feature_19237,31.38701,2.3334234e-08
Feature_19447,31.386843,2.3336227e-08
Feature_20113,31.386778,2.3336998e-08
Feature_20281,31.384115,2.3368646e-08
Feature_20365,31.380522,2.3411424e-08
Feature_20197,31.38041,2.3412765e-08
Feature_20155,31.379618,2.34222e-08
Feature_19321,31.3786,2.3434344e-08
Feature_20323,31.37814,2.3439828e-08
Feature_20239,31.374369,2.3484857e-08
Feature_20319,31.37422,2.3486637e-08
Feature_19491,31.373531,2.3494868e-08
Feature_20277,31.37349,2.3495371e-08
Feature_19279,31.373377,2.3496716e-08
Feature_20361,31.372915,2.3502237e-08
Feature_19891,31.371973,2.351351e-08
Feature_19363,31.370829,2.352721e-08
Feature_19405,31.369505,2.3543066e-08
Feature_19449,31.366581,2.357813e-08
Feature_20193,31.365398,2.3592326e-08
Feature_20109,31.365276,2.3593792e-08
Feature_19195,31.364998,2.3597135e-08
Feature_20235,31.361849,2.3634987e-08
Feature_20151,31.359375,2.3664764e-08
Feature_19281,31.337664,2.392773e-08
Feature_19365,31.334978,2.3960459e-08
Feature_19323,31.333094,2.3983452e-08
Feature_19407,31.332483,2.3990903e-08
Feature_19239,31.328867,2.4035105e-08
Feature_19197,31.32777,2.4048527e-08
Feature_20261,31.327648,2.405002e-08
Feature_20303,31.326561,2.4063333e-08
Feature_20219,31.32511,2.4081118e-08
Feature_20135,31.322027,2.4118927e-08
Feature_20093,31.319477,2.4150255e-08
Feature_19683,31.318005,2.4168362e-08
Feature_20177,31.316355,2.4188667e-08
Feature_20345,31.31607,2.4192166e-08
Feature_20263,31.294453,2.4459842e-08
Feature_20305,31.292582,2.448315e-08
Feature_20347,31.28486,2.4579561e-08
Feature_20221,31.28423,2.4587461e-08
Feature_20179,31.27943,2.4647596e-08
Feature_20095,31.278852,2.4654849e-08
Feature_20137,31.276478,2.4684669e-08
Feature_20131,31.238428,2.5167445e-08
Feature_20127,31.233873,2.5225868e-08
Feature_20169,31.232172,2.5247724e-08
Feature_20085,31.22912,2.5286978e-08
Feature_20211,31.227448,2.530852e-08
Feature_20257,31.225517,2.5333401e-08
Feature_20215,31.224636,2.5344768e-08
Feature_19641,31.224117,2.5351461e-08
Feature_20253,31.223982,2.535321e-08
Feature_20089,31.219864,2.5406413e-08
Feature_20299,31.215645,2.546104e-08
Feature_20105,31.214903,2.5470658e-08
Feature_20341,31.212067,2.5507461e-08
Feature_20337,31.211449,2.5515487e-08
Feature_20343,31.211367,2.5516552e-08
Feature_20173,31.210613,2.552634e-08
Feature_20295,31.209225,2.5544391e-08
Feature_20091,31.208885,2.5548806e-08
Feature_20133,31.204788,2.5602148e-08
Feature_20301,31.20338,2.5620501e-08
Feature_20259,31.203308,2.5621446e-08
Feature_20217,31.198402,2.5685514e-08
Feature_20273,31.197683,2.5694918e-08
Feature_19849,31.196922,2.5704875e-08
Feature_20315,31.19542,2.572455e-08
Feature_20175,31.194967,2.573047e-08
Feature_20147,31.192825,2.5758544e-08
Feature_20357,31.191408,2.5777133e-08
Feature_20189,31.19086,2.5784319e-08
Feature_20081,31.184263,2.5871067e-08
Feature_20231,31.179777,2.593022e-08
Feature_20165,31.178577,2.5946061e-08
Feature_20123,31.177763,2.5956822e-08
Feature_20207,31.161251,2.6175941e-08
Feature_20171,31.15051,2.6319462e-08
Feature_20249,31.15049,2.6319743e-08
Feature_20291,31.14967,2.6330735e-08
Feature_20213,31.149532,2.6332577e-08
Feature_20333,31.145685,2.6384203e-08
Feature_20129,31.143684,2.6411092e-08
Feature_20255,31.139406,2.6468681e-08
Feature_20297,31.136398,2.6509246e-08
Feature_19599,31.13506,2.6527323e-08
Feature_20339,31.121153,2.6715808e-08
Feature_20087,31.112392,2.6835233e-08
Feature_20125,31.095655,2.7064887e-08
Feature_20083,31.084219,2.7222944e-08
Feature_20209,31.082819,2.7242356e-08
Feature_20167,31.082449,2.7247488e-08
Feature_20251,31.080471,2.7274941e-08
Feature_19557,31.073565,2.7371025e-08
Feature_20335,31.059097,2.757339e-08
Feature_20077,31.054165,2.7642727e-08
Feature_20293,31.0489,2.771692e-08
Feature_20119,31.04137,2.7823399e-08
Feature_20161,31.03132,2.7966141e-08
Feature_19515,31.02749,2.8020734e-08
Feature_20203,31.0232,2.8082033e-08
Feature_19473,31.007181,2.8312016e-08
Feature_20245,31.00514,2.8341454e-08
Feature_20121,30.99854,2.8436855e-08
Feature_19431,30.997128,2.8457329e-08
Feature_20287,30.995668,2.847848e-08
Feature_19389,30.990425,2.8554618e-08
Feature_19263,30.988167,2.8587474e-08
Feature_20079,30.986961,2.8605028e-08
Feature_19305,30.986357,2.8613837e-08
Feature_20163,30.985426,2.8627401e-08
Feature_19221,30.983578,2.8654357e-08
Feature_19347,30.98093,2.8693012e-08
Feature_19807,30.97872,2.872533e-08
Feature_20205,30.969818,2.8855837e-08
Feature_20329,30.965254,2.8922983e-08
Feature_20247,30.940891,2.9284049e-08
Feature_20289,30.913128,2.970103e-08
Feature_20331,30.89121,3.0034407e-08
Feature_20145,30.89103,3.0037178e-08
Feature_20103,30.87239,3.0323662e-08
Feature_20187,30.86919,3.037313e-08
Feature_20229,30.864616,3.0443964e-08
Feature_19765,30.805819,3.1369453e-08
Feature_20101,30.79761,3.1500893e-08
Feature_20143,30.797606,3.1500957e-08
Feature_20271,30.78888,3.1641274e-08
Feature_20313,30.780556,3.177571e-08
Feature_20185,30.751463,3.2250096e-08
Feature_20355,30.749094,3.2289034e-08
Feature_20227,30.666178,3.368206e-08
Feature_20269,30.62262,3.4437836e-08
Feature_19723,30.600052,3.483607e-08
Feature_20311,30.55143,3.5709824e-08
Feature_20353,30.443949,3.7720053e-08
Feature_19681,30.365181,3.9264947e-08
Feature_19639,30.18523,4.303662e-08
Feature_19597,30.014288,4.6955453e-08
Feature_19555,29.930464,4.9005912e-08
Feature_19513,29.8544,5.0944124e-08
Feature_19471,29.801146,5.2346717e-08
Feature_19429,29.762877,5.3378468e-08
Feature_19303,29.735601,5.4126236e-08
Feature_19261,29.73381,5.4175704e-08
Feature_19345,29.7317,5.423403e-08
Feature_19219,29.722692,5.44838e-08
Feature_19387,29.722143,5.449907e-08
Feature_20786,24.983118,6.1634535e-07
Feature_20702,24.982927,6.1640577e-07
Feature_20660,24.982574,6.165175e-07
Feature_20744,24.982517,6.1653566e-07
Feature_20534,24.982508,6.1653867e-07
Feature_20618,24.982473,6.165495e-07
Feature_20828,24.982391,6.165755e-07
Feature_20492,24.982372,6.165816e-07
Feature_20870,24.982185,6.1664076e-07
Feature_20912,24.982176,6.1664383e-07
Feature_20408,24.98176,6.1677554e-07
Feature_20450,24.98165,6.168106e-07
Feature_20576,24.981619,6.168203e-07
Feature_20726,24.972712,6.1964954e-07
Feature_20768,24.971334,6.200881e-07
Feature_20600,24.971004,6.2019325e-07
Feature_20432,24.970842,6.202449e-07
Feature_20558,24.970758,6.2027163e-07
Feature_20852,24.970745,6.202759e-07
Feature_20642,24.970465,6.2036526e-07
Feature_20894,24.970407,6.203835e-07
Feature_20684,24.970226,6.2044126e-07
Feature_20390,24.970137,6.2046985e-07
Feature_20810,24.970125,6.204735e-07
Feature_20474,24.97003,6.205039e-07
Feature_20516,24.970013,6.2050935e-07
Feature_20578,24.961624,6.2318946e-07
Feature_20536,24.961607,6.231949e-07
Feature_20620,24.961458,6.2324256e-07
Feature_20410,24.961414,6.232566e-07
Feature_20494,24.960857,6.2343497e-07
Feature_20662,24.960384,6.235865e-07
Feature_20452,24.958654,6.24141e-07
